"Pk_Code","Pk_LkCode","Pk_PrCode","Pk_Prix","Pk_Qte","Pk_Notes","cPr","Pk_Sub1","Pk_Sub2","Pk_Sub3","Pk_Sub4","Pk_Sub5","Pk_Sub6","Pk_Sub7","Pk_Sub8","Pk_Sub9","Pk_Sub10"
78708,416251,14,68.41,6,,,,,,,,,,,,
78719,416262,19,61.86,6,,,,,,,,,,,,
78729,416272,15,59.9,4,,,"A2","émo","T",,,,,,,
78730,416273,9,63.24,5,,,,,,,,,,,,
78731,416274,9,63.24,5,"<div>+ 12,65</div>",,"CR-1",,,,,,,,,
78732,416275,9,63.24,5,,,,,,,,,,,,
78733,416276,62,0,5,,,,,,,,,,,,
78739,416282,15,59.9,4,,,,,,,,,,,,
78740,416283,15,59.9,4,,,,,,,,,,,,
78741,416284,15,59.9,4,,,,,,,,,,,,
78742,416285,15,59.9,4,,,,,,,,,,,,
78743,416286,15,59.9,4,,,,,,,,,,,,
78744,416287,15,59.9,4,,,,,,,,,,,,
78745,416288,15,59.9,4,,,,,,,,,,,,
78746,416289,15,59.9,4,,,,,,,,,,,,
78747,416290,15,59.9,4,,,,,,,,,,,,
78748,416291,15,59.9,4,,,,,,,,,,,,
78749,416292,15,59.9,4,,,"A2","émo","T",,,,,,,
78750,416293,9,63.24,5,,,,,,,,,,,,
78759,416302,2,74.16,7,,,"A2","émo","T",,,,,,,
78760,416303,2,74.16,7,,,,,,,,,,,,
78761,416304,2,74.16,7,,,,,,,,,,,,
78762,416305,2,74.16,7,,,,,,,,,,,,
78763,416306,2,74.16,7,,,,,,,,,,,,
78764,416307,2,74.16,7,,,,,,,,,,,,
78765,416308,2,74.16,7,,,,,,,,,,,,
78766,416309,2,74.16,7,,,,,,,,,,,,
78767,416310,2,74.16,7,,,,,,,,,,,,
78768,416311,2,74.16,7,,,,,,,,,,,,
78769,416312,9,63.24,5,"<div>+25,88</div>",,"cou","émo","T","NA-9E","EP-9",,,,,
78770,416313,9,63.24,5,"<div>+25.29</div>",,"CR-2",,,,,,,,,
78771,416314,9,63.24,5,,,,,,,,,,,,
78772,416315,2,74.16,7,"<div>+25,29</div>",,"CR-2",,,,,,,,,
78773,416316,9,63.24,5,,,,,,,,,,,,
78774,416317,2,74.16,7,,,,,,,,,,,,
78775,416318,2,74.16,7,,,,,,,,,,,,
78776,416319,2,74.16,7,,,,,,,,,,,,
78777,416320,2,74.16,7,"<div>+25,29</div>",,"CR-2",,,,,,,,,
78778,416321,2,74.16,7,"<div>+20,70</div>",,"GG","GG",,,,,,,,
78779,416322,14,68.41,6,,,"cou","émo","T",,,,,,,
78780,416323,14,68.41,6,,,,,,,,,,,,
78781,416324,14,68.41,6,,,,,,,,,,,,
78782,416325,14,68.41,6,,,,,,,,,,,,
78783,416326,14,68.41,6,,,,,,,,,,,,
78784,416327,14,68.41,6,,,,,,,,,,,,
78785,416328,14,68.41,6,,,,,,,,,,,,
78786,416329,14,68.41,6,,,,,,,,,,,,
78787,416330,14,68.41,6,,,,,,,,,,,,
78788,416331,14,68.41,6,,,,,,,,,,,,
78789,416332,14,68.41,6,,,"A2","émo","T",,,,,,,
78790,416333,14,68.41,6,,,,,,,,,,,,
78791,416334,9,63.24,5,,,,,,,,,,,,
78792,416335,9,63.24,5,,,,,,,,,,,,
78793,416336,9,63.24,5,,,,,,,,,,,,
78794,416337,9,63.24,5,,,,,,,,,,,,
78795,416338,62,0,5,,,,,,,,,,,,
78799,416342,15,59.9,4,,,,,,,,,,,,
78800,416343,15,59.9,4,,,,,,,,,,,,
78801,416344,15,59.9,4,,,,,,,,,,,,
78802,416345,15,59.9,4,,,,,,,,,,,,
78803,416346,15,59.9,4,,,,,,,,,,,,
78804,416347,15,59.9,4,,,,,,,,,,,,
78805,416348,15,59.9,4,,,,,,,,,,,,
78806,416349,15,59.9,4,,,,,,,,,,,,
78807,416350,15,59.9,4,,,,,,,,,,,,
78808,416351,15,59.9,4,,,,,,,,,,,,
78809,416352,19,61.86,6,,,"cou","émo","T",,,,,,,
78810,416353,19,61.86,6,,,,,,,,,,,,
78811,416354,19,61.86,6,,,,,,,,,,,,
78812,416355,20,67.15,8,,,,,,,,,,,,
78813,416356,20,67.15,8,,,,,,,,,,,,
78814,416357,20,67.15,8,,,,,,,,,,,,
78815,416358,20,67.15,8,,,,,,,,,,,,
78816,416359,20,67.15,8,,,,,,,,,,,,
78817,416360,20,67.15,8,,,,,,,,,,,,
78818,416361,20,67.15,8,"<div>+20,70</div>",,"GG","GF",,,,,,,,
78819,416362,9,63.24,5,"<div>+25.29</div>",,"A2","émo","T","CR-2",,,,,,
78820,416363,9,63.24,5,"<div>+25,29</div>",,"CR-2",,,,,,,,,
78821,416364,9,63.24,5,,,,,,,,,,,,
78822,416365,9,63.24,5,,,,,,,,,,,,
78823,416366,9,63.24,5,,,,,,,,,,,,
78824,416367,9,63.24,5,,,,,,,,,,,,
78825,416368,9,63.24,5,,,,,,,,,,,,
78826,416369,9,63.24,5,,,,,,,,,,,,
78827,416370,9,63.24,5,"<div>+25,29</div>",,"CP-1","CR-1",,,,,,,,
78828,416371,9,63.24,5,,,,,,,,,,,,
78829,416372,9,69.56,5,,,,,,,,,,,,
78830,416373,15,65.54,4,,,,,,,,,,,,
78831,388963,27,74.73,2,"<div>30-04-2014</div>",,"CR-1","CAL",,,,,,,,
78832,371708,27,315.03,10,"<div>+10 réguliers (30-04-2014)</div>",,,,,,,,,,,
78833,416374,9,63.24,5,,,,,,,,,,,,
78837,416378,9,63.24,5,,,,,,,,,,,,
78838,416379,9,63.24,5,,,,,,,,,,,,
78844,416385,9,63.24,5,,,,,,,,,,,,
78845,416386,9,63.24,5,,,,,,,,,,,,
78846,416387,9,63.24,5,,,,,,,,,,,,
78849,416390,9,63.24,5,,,,,,,,,,,,
78850,416391,9,63.24,5,,,,,,,,,,,,
78851,416392,14,68.41,6,,,,,,,,,,,,
78852,416393,14,68.41,6,,,,,,,,,,,,
78853,416394,2,74.16,7,,,"A2","émo","T","Vérif",,,,,,
78854,416395,8,74.16,8,,,"Vérif",,,,,,,,,
78855,416396,8,74.16,8,,,"Vérif",,,,,,,,,
78856,416397,8,74.16,8,,,"Vérif",,,,,,,,,
78857,416398,8,74.16,8,,,"Vérif",,,,,,,,,
78858,416399,8,74.16,8,,,"Vérif",,,,,,,,,
78859,416400,8,74.16,8,,,"Vérif",,,,,,,,,
78860,416401,8,74.16,8,,,"Vérif",,,,,,,,,
78861,416402,8,74.16,8,,,"Vérif",,,,,,,,,
78862,416403,8,74.16,8,,,"Vérif",,,,,,,,,
78873,416414,14,68.41,6,,,"cou","émo","T",,,,,,,
78874,416415,14,68.41,6,,,,,,,,,,,,
78875,416416,14,68.41,6,,,,,,,,,,,,
78876,416417,14,68.41,6,,,,,,,,,,,,
78877,416418,14,68.41,6,,,,,,,,,,,,
78878,416419,14,68.41,6,,,,,,,,,,,,
78879,416420,14,68.41,6,,,,,,,,,,,,
78880,416421,14,68.41,6,,,,,,,,,,,,
78881,416422,14,68.41,6,,,,,,,,,,,,
78882,416423,14,68.41,6,"<div>+20,70</div>",,"GF","GF",,,,,,,,
78883,416424,62,0,5,,,,,,,,,,,,
78893,416434,9,63.24,5,,,"A2","émo","T",,,,,,,
78894,416435,9,63.24,5,,,,,,,,,,,,
78895,416436,9,63.24,5,,,,,,,,,,,,
78896,416437,9,63.24,5,,,,,,,,,,,,
78897,416438,9,63.24,5,,,,,,,,,,,,
78898,416439,9,63.24,5,,,,,,,,,,,,
78899,416440,9,63.24,5,,,,,,,,,,,,
78900,416441,9,63.24,5,,,,,,,,,,,,
78901,416442,9,63.24,5,,,,,,,,,,,,
78902,416443,9,63.24,5,,,,,,,,,,,,
78903,416444,9,63.24,5,"<div>+25,29</div>",,"cou","émo","T","CR-2",,,,,,
78904,416445,9,63.24,5,,,,,,,,,,,,
78905,416446,9,63.24,5,,,,,,,,,,,,
78906,416447,9,63.24,5,,,,,,,,,,,,
78907,416448,9,63.24,5,,,,,,,,,,,,
78908,416449,9,63.24,5,"<div>+8,05</div>",,"EP-12",,,,,,,,,
78909,416450,9,63.24,5,,,,,,,,,,,,
78910,416451,9,63.24,5,,,,,,,,,,,,
78911,416452,9,63.24,5,,,,,,,,,,,,
78912,416453,9,63.24,5,,,,,,,,,,,,
78913,416454,12,45.94,2,,,,,,,,,,,,
78914,416455,12,45.94,2,,,,,,,,,,,,
78915,416456,12,45.94,2,,,,,,,,,,,,
78916,416457,12,45.94,2,,,"Chi",,,,,,,,,
78917,416458,12,45.94,2,,,,,,,,,,,,
78918,416459,12,45.94,2,,,,,,,,,,,,
78919,416460,12,45.94,2,,,,,,,,,,,,
78920,416461,12,45.94,2,,,,,,,,,,,,
78921,416462,12,45.94,2,,,,,,,,,,,,
78922,416463,12,,2,,,,,,,,,,,,
78923,416464,15,59.9,4,"<div>+10,35</div>",,"GF",,,,,,,,,
78924,416465,15,59.9,4,,,"cou","émo","T",,,,,,,
78925,416466,15,59.9,4,,,,,,,,,,,,
78926,416467,15,59.9,4,,,,,,,,,,,,
78927,416468,15,59.9,4,,,,,,,,,,,,
78928,416469,15,59.9,4,,,,,,,,,,,,
78929,416470,15,59.9,4,,,,,,,,,,,,
78930,416471,15,59.9,4,,,,,,,,,,,,
78931,416472,15,59.9,4,,,,,,,,,,,,
78932,416473,15,59.9,4,,,,,,,,,,,,
78933,416474,14,68.41,6,,,,,,,,,,,,
78934,416475,14,68.41,6,,,"A2","émo","T",,,,,,,
78935,416476,14,68.41,6,,,,,,,,,,,,
78936,416477,14,68.41,6,,,,,,,,,,,,
78937,416478,14,68.41,6,,,,,,,,,,,,
78938,416479,14,68.41,6,,,,,,,,,,,,
78939,416480,14,68.41,6,,,,,,,,,,,,
78940,416481,14,68.41,6,,,,,,,,,,,,
78941,416482,14,68.41,6,,,,,,,,,,,,
78944,370502,3,20.13,1,"<div>30-04-2014</div>",,,,,,,,,,,
78945,416485,15,65.54,4,,,,,,,,,,,,
78946,416486,17,99.74,12,,,"A2","émo","T",,,,,,,
78947,416487,8,79.62,8,,,,,,,,,,,,
78948,416488,8,79.62,8,,,,,,,,,,,,
78949,416489,8,79.62,8,,,"REC",,,,,,,,,
78950,416490,8,79.62,8,,,"REC",,,,,,,,,
78951,416491,8,79.62,8,,,"REC",,,,,,,,,
78952,416492,8,79.62,8,,,"REC",,,,,,,,,
78953,416493,8,79.62,8,,,"REC",,,,,,,,,
78954,416494,8,79.62,8,,,"REC",,,,,,,,,
78955,416495,15,59.9,4,,,,,,,,,,,,
78965,416505,9,63.24,5,,,"A2","cou","T",,,,,,,
78966,416506,9,63.24,5,,,,,,,,,,,,
78967,416507,9,63.24,5,,,,,,,,,,,,
78968,416508,9,63.24,5,,,,,,,,,,,,
78969,416509,9,63.24,5,,,,,,,,,,,,
78970,416510,9,63.24,5,,,,,,,,,,,,
78971,416511,9,63.24,5,,,,,,,,,,,,
78972,416512,9,63.24,5,,,,,,,,,,,,
78973,416513,9,63.24,5,,,,,,,,,,,,
78974,416514,9,63.24,5,,,,,,,,,,,,
78975,416515,14,68.41,6,,,"A2","émo","T",,,,,,,
78976,416516,14,68.41,6,,,,,,,,,,,,
78977,416517,14,68.41,6,,,,,,,,,,,,
78978,416518,14,68.41,6,,,,,,,,,,,,
78979,416519,62,0,6,,,,,,,,,,,,
78985,416525,14,68.41,6,,,"A2","émo","T",,,,,,,
78986,416526,14,68.41,6,,,,,,,,,,,,
78987,416527,14,68.41,6,,,,,,,,,,,,
78988,416528,14,68.41,6,,,,,,,,,,,,
78989,416529,14,68.41,6,,,,,,,,,,,,
78990,416530,14,68.41,6,,,,,,,,,,,,
78991,416531,14,68.41,6,,,,,,,,,,,,
78992,416532,14,68.41,6,,,,,,,,,,,,
78993,416533,14,68.41,6,,,,,,,,,,,,
78994,416534,14,68.41,6,,,,,,,,,,,,
78995,416535,2,74.16,7,,,"cou","émo","T",,,,,,,
78996,416536,14,68.41,6,,,,,,,,,,,,
78997,416537,14,68.41,6,,,,,,,,,,,,
78998,416538,14,68.41,6,,,,,,,,,,,,
78999,416539,14,68.41,6,,,,,,,,,,,,
79000,416540,14,68.41,6,,,,,,,,,,,,
79001,416541,14,68.41,6,,,,,,,,,,,,
79002,416542,14,68.41,6,,,,,,,,,,,,
79003,416543,14,68.41,6,,,,,,,,,,,,
79004,416544,14,68.41,6,,,,,,,,,,,,
79005,416545,14,68.42,6,,,,,,,,,,,,
79006,416546,14,68.42,6,,,,,,,,,,,,
79007,416547,14,68.42,6,,,"cou","émo","T",,,,,,,
79008,416548,14,68.42,6,,,,,,,,,,,,
79009,416549,14,68.42,6,,,,,,,,,,,,
79010,416550,14,68.42,6,,,,,,,,,,,,
79011,416551,62,0,6,,,,,,,,,,,,
79015,416555,14,68.41,6,,,"A2","émo","T",,,,,,,
79016,416556,14,68.41,6,,,,,,,,,,,,
79017,416557,14,68.41,6,,,,,,,,,,,,
79018,416558,14,68.41,6,,,,,,,,,,,,
79019,416559,14,68.41,6,,,,,,,,,,,,
79020,416560,14,68.41,6,,,,,,,,,,,,
79021,416561,14,68.41,6,,,,,,,,,,,,
79022,416562,14,68.41,6,,,,,,,,,,,,
79023,416563,14,68.41,6,,,,,,,,,,,,
79024,416564,14,68.41,6,"<div>+10,35</div>",,"GF",,,,,,,,,
79025,416565,9,63.24,5,,,"A2","émo","T",,,,,,,
79026,416566,9,63.24,5,,,,,,,,,,,,
79027,416567,9,63.24,5,,,,,,,,,,,,
79028,416568,9,63.24,5,,,,,,,,,,,,
79029,416569,14,63.24,6,,,,,,,,,,,,
79030,416570,14,63.24,6,,,,,,,,,,,,
79031,416571,14,63.24,6,,,,,,,,,,,,
79032,416572,14,63.24,6,,,,,,,,,,,,
79033,416573,14,63.24,6,,,,,,,,,,,,
79034,416574,14,63.24,6,,,,,,,,,,,,
79035,416575,15,59.91,4,,,"A2","émo","T",,,,,,,
79036,416576,15,59.91,4,,,,,,,,,,,,
79037,416577,15,59.91,4,,,,,,,,,,,,
79038,416578,15,59.91,4,,,,,,,,,,,,
79039,416579,15,59.91,4,,,,,,,,,,,,
79040,416580,15,59.91,4,,,,,,,,,,,,
79041,416581,15,59.91,4,,,,,,,,,,,,
79042,416582,15,59.91,4,,,,,,,,,,,,
79043,416583,15,59.91,4,,,,,,,,,,,,
79044,416584,15,59.91,4,,,,,,,,,,,,
79045,416585,9,63.24,5,,,"A2","émo","T",,,,,,,
79046,416586,9,63.24,5,,,,,,,,,,,,
79047,416587,9,63.24,5,,,,,,,,,,,,
79048,416588,9,63.24,5,,,,,,,,,,,,
79049,416589,9,63.24,5,,,,,,,,,,,,
79050,416590,9,63.24,5,,,,,,,,,,,,
79051,416591,9,63.24,5,,,,,,,,,,,,
79052,416592,9,63.24,5,,,,,,,,,,,,
79053,416593,9,63.24,5,,,,,,,,,,,,
79054,416594,9,63.24,5,,,,,,,,,,,,
79055,416595,9,63.24,5,,,,,,,,,,,,
79056,416596,9,63.24,5,,,,,,,,,,,,
79057,416597,9,63.24,5,,,,,,,,,,,,
79058,416598,9,63.24,5,,,,,,,,,,,,
79059,416599,9,63.24,5,,,,,,,,,,,,
79060,416600,9,63.24,5,,,,,,,,,,,,
79061,416601,9,63.24,5,"<div>+20,70</div>",,"GG","GF",,,,,,,,
79062,416602,9,63.24,5,,,,,,,,,,,,
79063,416603,9,63.24,5,,,,,,,,,,,,
79064,416604,9,63.24,5,,,,,,,,,,,,
79065,416605,9,63.24,5,,,,,,,,,,,,
79066,416606,9,63.24,5,,,,,,,,,,,,
79067,416607,9,63.24,5,,,,,,,,,,,,
79068,416608,9,63.24,5,,,,,,,,,,,,
79069,416609,9,63.24,5,,,,,,,,,,,,
79070,416610,9,63.24,5,,,,,,,,,,,,
79071,416611,9,63.24,5,,,,,,,,,,,,
79072,416612,9,63.24,5,,,,,,,,,,,,
79073,416613,9,63.24,5,,,,,,,,,,,,
79074,416614,9,63.24,5,,,,,,,,,,,,
79075,416615,13,36.74,1,,,,,,,,,,,,
79076,416616,13,36.74,1,,,,,,,,,,,,
79077,416617,6,84.39,9,,,,,,,,,,,,
79078,416618,14,68.41,6,,,"A2","émo","T",,,,,,,
79079,416619,14,68.41,6,,,,,,,,,,,,
79080,416620,14,68.41,6,,,,,,,,,,,,
79081,416621,14,68.41,6,,,,,,,,,,,,
79082,416622,14,68.41,6,,,,,,,,,,,,
79083,416623,14,68.41,6,,,,,,,,,,,,
79084,416624,14,68.41,6,,,,,,,,,,,,
79085,416625,14,68.41,6,,,,,,,,,,,,
79086,416626,14,68.41,6,,,,,,,,,,,,
79087,416627,14,76.96,6,,,,,,,,,,,,
79088,416628,14,74.96,6,,,,,,,,,,,,
79089,416629,9,69.56,5,,,,,,,,,,,,
79090,416630,9,69.56,5,,,,,,,,,,,,
79091,416631,6,84.39,9,,,"A2","émo","T",,,,,,,
79092,416632,6,84.39,9,,,,,,,,,,,,
79093,416633,6,84.39,9,,,,,,,,,,,,
79094,416634,6,84.39,9,,,,,,,,,,,,
79095,416635,6,84.39,9,,,,,,,,,,,,
79096,416636,6,84.39,9,,,,,,,,,,,,
79097,416637,6,84.39,9,,,,,,,,,,,,
79098,416638,6,84.39,9,,,,,,,,,,,,
79099,416639,6,84.39,9,,,,,,,,,,,,
79100,416640,6,84.39,9,"<div>+33.34</div>",,"GF","GF","GF",,,,,,,
79101,416641,1,56.68,4,,,"A2","émo","T",,,,,,,
79102,416642,1,56.68,4,,,,,,,,,,,,
79103,416643,1,56.68,4,,,,,,,,,,,,
79104,416644,1,56.68,4,,,,,,,,,,,,
79105,416645,1,56.68,4,,,,,,,,,,,,
79106,416646,15,59.9,4,,,,,,,,,,,,
79107,416647,15,59.9,4,,,,,,,,,,,,
79108,416648,15,59.9,4,,,,,,,,,,,,
79109,416649,15,59.9,4,,,,,,,,,,,,
79110,416650,15,59.9,4,,,,,,,,,,,,
79111,416651,9,63.24,5,,,,,,,,,,,,
79112,416652,9,63.24,5,"<div>+23,00</div>",,"J-NOE",,,,,,,,,
79113,416653,9,63.24,5,,,,,,,,,,,,
79114,416654,9,63.24,5,,,,,,,,,,,,
79115,416655,9,63.24,5,,,,,,,,,,,,
79116,416656,9,63.24,5,,,,,,,,,,,,
79117,416657,9,63.24,5,,,,,,,,,,,,
79118,416658,9,63.24,5,"<div>+10,35</div>",,"GG",,,,,,,,,
79119,416659,9,63.24,5,,,,,,,,,,,,
79120,416660,9,63.24,5,,,,,,,,,,,,
79121,416661,9,63.24,5,,,"A2","cou","T",,,,,,,
79122,416662,9,63.24,5,,,,,,,,,,,,
79123,416663,9,63.24,5,,,,,,,,,,,,
79124,416664,9,63.24,5,,,,,,,,,,,,
79125,416665,9,63.24,5,,,,,,,,,,,,
79126,416666,9,63.24,5,,,,,,,,,,,,
79127,416667,9,63.24,5,,,,,,,,,,,,
79128,416668,9,63.24,5,,,,,,,,,,,,
79129,416669,9,63.24,5,,,,,,,,,,,,
79130,416670,9,63.24,5,,,,,,,,,,,,
79131,416671,15,59.9,4,,,,,,,,,,,,
79132,416672,15,59.9,4,,,"A2","émo","T",,,,,,,
79133,416673,15,59.9,4,,,,,,,,,,,,
79134,416674,15,59.9,4,,,,,,,,,,,,
79135,416675,15,59.9,4,,,,,,,,,,,,
79136,416676,15,59.9,4,,,,,,,,,,,,
79137,416677,15,59.9,4,,,,,,,,,,,,
79138,416678,15,59.9,4,,,,,,,,,,,,
79139,416679,94,0,4,,,,,,,,,,,,
79140,416680,94,0,4,,,,,,,,,,,,
79141,416681,14,68.41,6,"<div>+10,35</div>",,"GG",,,,,,,,,
79142,416682,62,0,,,,,,,,,,,,,
79152,416692,2,72.17,7,"<div>+12,65</div>",,"CP-1",,,,,,,,,
79153,416693,2,74.16,7,,,,,,,,,,,,
79154,416694,2,74.16,7,"<div>+25,29 &nbsp;crédit de 103,44 moins 10.93 pour éti-prén.= il lui reste 92.51 en crédit)</div>",,"CP-2","EP-3B","EP-12",,,,,,,
79155,416695,2,74.16,7,,,,,,,,,,,,
79156,416696,20,84.39,8,,,,,,,,,,,,
79157,416697,20,84.39,8,,,,,,,,,,,,
79158,416698,20,65.39,8,,,,,,,,,,,,
79159,416699,20,84.39,8,,,,,,,,,,,,
79160,416700,20,84.39,8,,,,,,,,,,,,
79161,416701,20,84.39,8,,,,,,,,,,,,
79162,416702,14,68.41,6,,,,,,,,,,,,
79163,416703,14,68.41,6,,,,,,,,,,,,
79164,416704,14,68.41,6,,,"cou","émo","T",,,,,,,
79165,416705,14,68.41,6,,,,,,,,,,,,
79166,416706,14,68.41,6,,,,,,,,,,,,
79167,416707,14,68.41,6,,,,,,,,,,,,
79168,416708,14,68.41,6,,,,,,,,,,,,
79169,416709,14,68.41,6,,,,,,,,,,,,
79170,416710,14,68.41,6,,,,,,,,,,,,
79171,416711,14,68.41,6,,,,,,,,,,,,
79172,388782,9,60.5,5,"<div>+9.06 à venir</div>",,,,,,,,,,,
79173,416712,19,61.86,6,,,"A2","émo","T",,,,,,,
79174,416713,19,61.86,6,,,,,,,,,,,,
79175,416714,20,61.86,8,,,,,,,,,,,,
79176,416715,20,72.44,8,,,,,,,,,,,,
79177,416716,20,67.15,8,,,,,,,,,,,,
79178,416717,20,67.15,8,,,,,,,,,,,,
79179,416718,20,67.15,8,,,,,,,,,,,,
79180,416719,20,67.15,8,,,,,,,,,,,,
79181,416720,20,67.15,8,,,,,,,,,,,,
79182,416721,20,67.15,8,,,,,,,,,,,,
79183,416722,9,63.24,5,,,,,,,,,,,,
79184,416723,9,63.24,5,,,,,,,,,,,,
79185,416724,9,63.24,5,,,,,,,,,,,,
79186,416725,9,63.24,5,,,,,,,,,,,,
79187,416726,9,63.24,5,,,,,,,,,,,,
79188,416727,9,63.24,5,,,,,,,,,,,,
79189,416728,9,63.24,5,,,,,,,,,,,,
79190,416729,9,63.24,5,,,,,,,,,,,,
79191,416730,9,63.24,5,,,,,,,,,,,,
79192,416731,9,63.24,5,,,,,,,,,,,,
79193,416732,14,74.96,6,,,,,,,,,,,,
79194,416733,13,36.74,1,,,,,,,,,,,,
79195,416734,93,0,5,,,,,,,,,,,,
79196,416735,9,63.24,5,,,,,,,,,,,,
79197,416736,62,0,5,,,,,,,,,,,,
79205,416744,3,55.19,3,"<div>01-05-2014</div>",,"EP-6A",,,,,,,,,
79206,416735,13,36.74,1,,,"U",,,,,,,,,
79207,416745,1,56.68,4,,,"A2","émo","T",,,,,,,
79217,416755,1,56.68,4,,,,,,,,,,,,
79218,416756,1,56.68,4,,,,,,,,,,,,
79219,416757,1,56.68,4,,,,,,,,,,,,
79220,416758,1,56.68,4,,,,,,,,,,,,
79221,416759,1,56.68,4,,,,,,,,,,,,
79222,416760,1,56.68,4,"<div>+17,25</div>",,"J-PAQ",,,,,,,,,
79223,416761,1,56.68,4,,,,,,,,,,,,
79224,416762,1,56.68,4,,,,,,,,,,,,
79225,416763,1,56.68,4,,,,,,,,,,,,
79226,416764,15,85.65,4,,,"CP-1",,,,,,,,,
79227,416765,15,59.9,4,,,,,,,,,,,,
79228,416766,15,59.9,4,,,"émo","cou","T",,,,,,,
79229,416767,15,59.9,4,,,,,,,,,,,,
79230,416768,15,59.9,4,,,,,,,,,,,,
79231,416769,15,59.9,4,,,,,,,,,,,,
79232,416770,15,59.9,4,,,,,,,,,,,,
79233,416771,15,59.9,4,,,,,,,,,,,,
79234,416772,9,59.9,5,"<div>+25,29</div>",,"CR-2",,,,,,,,,
79235,416773,9,66.58,5,,,,,,,,,,,,
79236,416774,15,59.9,4,,,,,,,,,,,,
79237,416775,15,59.9,4,,,,,,,,,,,,
79238,416776,15,59.9,4,,,,,,,,,,,,
79239,416777,15,59.9,4,,,,,,,,,,,,
79240,416778,15,59.9,4,,,,,,,,,,,,
79241,416779,15,59.9,4,,,,,,,,,,,,
79242,416780,15,59.9,4,,,,,,,,,,,,
79243,416781,15,59.9,4,"<div>+20,70</div>",,"GF","GG",,,,,,,,
79244,416782,15,59.9,4,,,,,,,,,,,,
79245,416783,15,59.9,4,,,,,,,,,,,,
79246,416784,14,68.41,6,,,"A2","émo","T",,,,,,,
79247,416785,14,68.41,6,,,,,,,,,,,,
79248,416786,14,68.41,6,,,,,,,,,,,,
79249,416787,14,68.41,6,,,,,,,,,,,,
79250,416788,14,68.41,6,,,,,,,,,,,,
79251,416789,14,68.41,6,,,,,,,,,,,,
79252,416790,14,68.41,6,,,,,,,,,,,,
79253,416791,14,68.41,6,,,,,,,,,,,,
79254,416792,14,68.41,6,,,,,,,,,,,,
79255,416793,14,68.41,6,,,,,,,,,,,,
79256,416794,14,68.41,6,,,,,,,,,,,,
79257,416795,14,68.41,6,,,,,,,,,,,,
79258,416796,14,68.41,6,,,,,,,,,,,,
79259,416797,14,68.41,6,,,,,,,,,,,,
79260,416798,14,68.41,6,,,,,,,,,,,,
79261,416799,14,68.41,6,,,,,,,,,,,,
79262,416800,14,68.41,6,,,,,,,,,,,,
79263,416801,14,68.41,6,"<div>+10,35</div>",,"GF",,,,,,,,,
79264,416802,14,68.41,6,,,,,,,,,,,,
79265,416803,14,68.41,6,,,,,,,,,,,,
79266,416804,15,59.9,4,"<div>poupon payé</div>",,"A2","émo","T","CP-1",,,,,,
79267,416805,15,59.9,4,,,,,,,,,,,,
79268,416806,15,59.9,4,,,,,,,,,,,,
79269,416807,15,59.9,4,,,,,,,,,,,,
79270,416808,15,59.9,4,,,,,,,,,,,,
79271,416809,15,59.9,4,,,,,,,,,,,,
79272,416810,15,59.9,4,,,,,,,,,,,,
79273,416811,15,59.9,4,,,,,,,,,,,,
79274,416812,15,59.9,4,"<div>+75,88</div>",,"CR-2",,,,,,,,,
79275,416813,15,59.9,4,"<div>(cahiers déjà payés)</div>",,"CR-2",,,,,,,,,
79276,416814,15,59.9,4,,,,,,,,,,,,
79277,416815,15,59.9,4,,,,,,,,,,,,
79278,416816,15,59.9,4,,,,,,,,,,,,
79279,416817,15,59.9,4,,,,,,,,,,,,
79280,416818,15,59.9,4,,,,,,,,,,,,
79281,416819,15,59.9,4,,,,,,,,,,,,
79282,416820,15,59.9,4,,,,,,,,,,,,
79283,416821,15,59.9,4,,,,,,,,,,,,
79284,416822,15,59.9,4,,,,,,,,,,,,
79285,416823,15,59.9,4,,,,,,,,,,,,
79286,416824,9,69.56,5,,,,,,,,,,,,
79287,416825,9,63.24,5,,,,,,,,,,,,
79288,416826,15,65.54,4,,,,,,,,,,,,
79289,416827,13,36.74,1,,,,,,,,,,,,
79290,416828,15,59.91,4,,,,,,,,,,,,
79291,416829,15,59.91,4,,,,,,,,,,,,
79292,416830,15,59.91,4,,,"cou","émo","T",,,,,,,
79293,416831,15,59.91,4,,,,,,,,,,,,
79294,416832,15,59.91,4,,,,,,,,,,,,
79295,416833,15,59.91,4,,,,,,,,,,,,
79296,416834,15,59.91,4,,,,,,,,,,,,
79297,416835,15,59.91,4,,,,,,,,,,,,
79298,416836,15,59.91,4,,,,,,,,,,,,
79299,416837,15,59.91,4,,,,,,,,,,,,
79300,416838,63,47.42,6,"<div>nov.13 (02-05-2014)</div>",,,,,,,,,,,
79301,416839,1,62.09,4,,,,,,,,,,,,
79302,416840,9,63.24,5,,,"A2","émo","Z",,,,,,,
79303,416841,9,63.24,5,,,,,,,,,,,,
79304,416842,9,63.24,5,,,,,,,,,,,,
79305,416843,9,63.24,5,,,,,,,,,,,,
79306,416844,9,63.24,5,,,,,,,,,,,,
79307,416845,9,63.24,5,,,,,,,,,,,,
79308,416846,9,63.24,5,,,,,,,,,,,,
79309,416847,9,63.24,5,,,,,,,,,,,,
79310,416848,9,63.24,5,,,,,,,,,,,,
79311,416849,9,63.24,5,,,,,,,,,,,,
79312,416850,15,59.9,4,,,"A2","cou","T",,,,,,,
